prim_conv_th_lut_me3_05               memory        0        0009F400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me3_05                   memory        0        0009F800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me3_06               memory        0        000A0000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me3_06               memory        0        000A0400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me3_06                   memory        0        000A0800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me3_07               memory        0        000A1000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me3_07               memory        0        000A1400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me3_07                   memory        0        000A1800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me3_08               memory        0        000A2000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me3_08               memory        0        000A2400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me3_08                   memory        0        000A2800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me3_09               memory        0        000A3000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me3_09               memory        0        000A3400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me3_09                   memory        0        000A3800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me4_01               memory        0        000A4000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me4_01               memory        0        000A4400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me4_01                   memory        0        000A4800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me4_02               memory        0        000A5000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me4_02               memory        0        000A5400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me4_02                   memory        0        000A5800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me4_03               memory        0        000A6000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me4_03               memory        0        000A6400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me4_03                   memory        0        000A6800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me4_04               memory        0        000A7000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me4_04               memory        0        000A7400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me4_04                   memory        0        000A7800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me4_05               memory        0        000A8000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me4_05               memory        0        000A8400           000000000000003f        1           1            Primitive converter theta LUT
