lb_memory                       memory        0        00000000           ffffffffffffffff        1           1            loopback memory area
prim_conv_id_me3_05             memory        1        0021F800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me3_06         memory        1        00220000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me3_06         memory        1        00220400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me3_06             memory        1        00220800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me3_07         memory        1        00221000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me3_07         memory        1        00221400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me3_07             memory        1        00221800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me3_08         memory        1        00222000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me3_08         memory        1        00222400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me3_08             memory        1        00222800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me3_09         memory        1        00223000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me3_09         memory        1        00223400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me3_09             memory        1        00223800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me4_01         memory        1        00224000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me4_01         memory        1        00224400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me4_01             memory        1        00224800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me4_02         memory        1        00225000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me4_02         memory        1        00225400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me4_02             memory        1        00225800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me4_03         memory        1        00226000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me4_03         memory        1        00226400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me4_03             memory        1        00226800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me4_04         memory        1        00227000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me4_04         memory        1        00227400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me4_04             memory        1        00227800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me4_05         memory        1        00228000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me4_05         memory        1        00228400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me4_05             memory        1        00228800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me4_06         memory        1        00229000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me4_06         memory        1        00229400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me4_06             memory        1        00229800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me4_07         memory        1        0022A000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me4_07         memory        1        0022A400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me4_07             memory        1        0022A800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me4_08         memory        1        0022B000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me4_08         memory        1        0022B400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me4_08             memory        1        0022B800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me4_09         memory        1        0022C000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me4_09         memory        1        0022C400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me4_09             memory        1        0022C800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me1n_03        memory        1        0022D000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me1n_03        memory        1        0022D400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_th_cor_me1n_03        memory        1        0022D800           000000000000003f        1           1            Primitive converter theta correction LUT
prim_conv_id_me1n_03            memory        1        0022DC00           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me1n_06        memory        1        0022E000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me1n_06        memory        1        0022E400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me1n_06            memory        1        0022E800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me1n_09        memory        1        0022F000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me1n_09        memory        1        0022F400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me1n_09            memory        1        0022F800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me2n_03        memory        1        00230000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me2n_03        memory        1        00230400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me2n_03            memory        1        00230800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me2n_09        memory        1        00231000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me2n_09        memory        1        00231400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me2n_09            memory        1        00231800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me3n_03        memory        1        00232000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me3n_03        memory        1        00232400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me3n_03            memory        1        00232800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
